Last Name,First Name,Display Name,Begin Date,End Date,Display Date,City,State,Country,Subcontinent,Continent,ConstituentID,latitude,longitude,geonameId,WhitneyUrl,"[latitude,longitude]",
Farnsworth,Jerry,Jerry Farnsworth,1895,1983,1895-1983,Dalton,Georgia,United States of America,Central North America,North America,413,34.7698,-84.97022,4190581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/413"">Whitney.org</a>","[34.7698,-84.97022]","[34.7698,-84.97022]"
Fausett,Dean,Dean Fausett,1913,0,1913-,Price,Utah,United States of America,Central North America,North America,414,39.59941,-110.81071,5545269,"<a target=""_blank"" href=""http://collection.whitney.org/artist/414"">Whitney.org</a>","[39.59941,-110.81071]","[39.59941,-110.81071]"
Feininger,Lyonel,Lyonel Feininger,1871,1956,1871-1956,New York City,New York,United States of America,Central North America,North America,417,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/417"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Ferguson,Duncan,Duncan Ferguson,1901,1974,1901-1974,Shanghai,,China,,Asia,420,30.77528,121.23667,1798234,"<a target=""_blank"" href=""http://collection.whitney.org/artist/420"">Whitney.org</a>","[30.77528,121.23667]","[30.77528,121.23667]"
Fiene,Ernest,Ernest Fiene,1894,1965,1894-1965,Elberfeld,Rhineland,Germany,Central Europe,Europe,425,51.25627,7.14816,2931276,"<a target=""_blank"" href=""http://collection.whitney.org/artist/425"">Whitney.org</a>","[51.25627,7.14816]","[51.25627,7.14816]"
Fiene,Paul,Paul Fiene,1899,1949,1899-1949,Elberfeld,Rhineland,Germany,Central Europe,Europe,425,51.25627,7.14816,2931276,"<a target=""_blank"" href=""http://collection.whitney.org/artist/426"">Whitney.org</a>","[51.25627,7.14816]","[51.25627,7.14816]"
Filmus,Tully,Tully Filmus,1903,1998,1903-1998,Otaci,,Moldova,Eurasia,,427,48.43285,27.79912,618631,"<a target=""_blank"" href=""http://collection.whitney.org/artist/427"">Whitney.org</a>","[48.43285,27.79912]","[48.43285,27.79912]"
Flannagan,John B.,John B. Flannagan,1895,1942,1895-1942,Fargo,North Dakota,United States of America,Central North America,North America,437,46.87719,-96.7898,5059163,"<a target=""_blank"" href=""http://collection.whitney.org/artist/437"">Whitney.org</a>","[46.87719,-96.7898]","[46.87719,-96.7898]"
Frame,Walter K.,Walter K. Frame,1895,1957,1895-1957,Oneida,Illinois,United States of America,Central North America,North America,448,41.07226,-90.2254,4904831,"<a target=""_blank"" href=""http://collection.whitney.org/artist/448"">Whitney.org</a>","[41.07226,-90.2254]","[41.07226,-90.2254]"
Freeman,Don,Don Freeman,1908,1978,1908-1978,San Diego,California,United States of America,Central North America,North America,459,32.71533,-117.15726,5391811,"<a target=""_blank"" href=""http://collection.whitney.org/artist/459"">Whitney.org</a>","[32.71533,-117.15726]","[32.71533,-117.15726]"
French,Daniel Chester,Daniel Chester French,1850,1931,1850-1931,Exeter,New Hampshire,United States of America,Central North America,North America,461,42.98148,-70.94783,5085966,"<a target=""_blank"" href=""http://collection.whitney.org/artist/461"">Whitney.org</a>","[42.98148,-70.94783]","[42.98148,-70.94783]"
French,Jared,Jared French,1905,1988,1905-1988,Ossining,New York,United States of America,Central North America,North America,462,41.16287,-73.86152,5130045,"<a target=""_blank"" href=""http://collection.whitney.org/artist/462"">Whitney.org</a>","[41.16287,-73.86152]","[41.16287,-73.86152]"
Froelich,Paul,Paul Froelich,1897,1968,1897-1968,Philadelphia,Pennsylvania,United States of America,Central North America,North America,466,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/466"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Fry,Sherry,Sherry Fry,1879,1966,1879-1966,Creston,Iowa,United States of America,Central North America,North America,468,41.02138,-94.36329,4853084,"<a target=""_blank"" href=""http://collection.whitney.org/artist/468"">Whitney.org</a>","[41.02138,-94.36329]","[41.02138,-94.36329]"
Gaertner,Carl,Carl Gaertner,1898,1952,1898-1952,Cleveland,Ohio,United States of America,Central North America,North America,471,41.4995,-81.69541,5150529,"<a target=""_blank"" href=""http://collection.whitney.org/artist/471"">Whitney.org</a>","[41.4995,-81.69541]","[41.4995,-81.69541]"
Gag,Wanda,Wanda Gag,1893,1946,1893-1946,New Ulm,Minnesota,United States of America,Central North America,North America,472,44.31246,-94.46053,5039173,"<a target=""_blank"" href=""http://collection.whitney.org/artist/472"">Whitney.org</a>","[44.31246,-94.46053]","[44.31246,-94.46053]"
Ganso,Emil,Emil Ganso,1895,1941,1895-1941,Halberstadt,,Germany,Central Europe,Europe,475,51.89562,11.05622,2911665,"<a target=""_blank"" href=""http://collection.whitney.org/artist/475"">Whitney.org</a>","[51.89562,11.05622]","[51.89562,11.05622]"
Gerald,E. Bart,E. Bart Gerald,1907,0,1907-,Cleveland,Ohio,United States of America,Central North America,North America,485,41.4995,-81.69541,5150529,"<a target=""_blank"" href=""http://collection.whitney.org/artist/485"">Whitney.org</a>","[41.4995,-81.69541]","[41.4995,-81.69541]"
Gershoy,Eugenie,Eugenie Gershoy,1905,1986,1905-1986,Kryvyi Rih,,Ukraine,Eurasia,,486,47.90966,33.38044,703845,"<a target=""_blank"" href=""http://collection.whitney.org/artist/486"">Whitney.org</a>","[47.90966,33.38044]","[47.90966,33.38044]"
Glackens,William,William Glackens,1870,1938,1870-1938,Philadelphia,Pennsylvania,United States of America,Central North America,North America,493,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/493"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Goff,Lloyd Lozes,Lloyd Lozes Goff,1917,1982,1917-1982,Dallas,Texas,United States of America,Central North America,North America,497,32.78306,-96.80667,4684888,"<a target=""_blank"" href=""http://collection.whitney.org/artist/497"">Whitney.org</a>","[32.78306,-96.80667]","[32.78306,-96.80667]"
Goldthwaite,Anne,Anne Goldthwaite,1869,1944,1869-1944,Montgomery,Alabama,United States of America,Central North America,North America,501,32.36681,-86.29997,4076784,"<a target=""_blank"" href=""http://collection.whitney.org/artist/501"">Whitney.org</a>","[32.36681,-86.29997]","[32.36681,-86.29997]"
Gorky,Arshile,Arshile Gorky,1897,1948,c. 1902-1948,Khorgom,Van,Armenia,Eurasia,,510,38.370783,43.171034,298117,"<a target=""_blank"" href=""http://collection.whitney.org/artist/510"">Whitney.org</a>","[38.370783,43.171034]","[38.370783,43.171034]"
Gottlieb,Harry,Harry Gottlieb,1885,1993,1885-1993,Bucharest,,Rumania,Eastern Europe,Europe,512,44.43225,26.10626,683506,"<a target=""_blank"" href=""http://collection.whitney.org/artist/512"">Whitney.org</a>","[44.43225,26.10626]","[44.43225,26.10626]"
Grafly,Charles,Charles Grafly,1862,1929,1862-1929,Philadelphia,Pennsylvania,United States of America,Central North America,North America,513,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/513"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Graham,John D.,John D. Graham,1886,1961,1886-1961,Kiev,,Ukraine,Eurasia,,515,50.45466,30.5238,703448,"<a target=""_blank"" href=""http://collection.whitney.org/artist/515"">Whitney.org</a>","[50.45466,30.5238]","[50.45466,30.5238]"
Graves,Morris,Morris Graves,1910,2001,1910-2001,Fox Valley,Oregon,United States of America,Central North America,North America,518,44.61376,-119.21219,5727499,"<a target=""_blank"" href=""http://collection.whitney.org/artist/518"">Whitney.org</a>","[44.61376,-119.21219]","[44.61376,-119.21219]"
Greenbaum,Dorothea,Dorothea Greenbaum,1893,1986,1893-1986,Brooklyn,New York,United States of America,Central North America,North America,522,40.6501,-73.94958,5110302,"<a target=""_blank"" href=""http://collection.whitney.org/artist/522"">Whitney.org</a>","[40.6501,-73.94958]","[40.6501,-73.94958]"
Greene,Balcomb,Balcomb Greene,1904,1990,1904-1990,Niagara Falls,New York,United States of America,Central North America,North America,523,43.0945,-79.05671,5128723,"<a target=""_blank"" href=""http://collection.whitney.org/artist/523"">Whitney.org</a>","[43.0945,-79.05671]","[43.0945,-79.05671]"
Greitzer,Jack J.,Jack J. Greitzer,1910,1989,1910-1989,New York City,New York,United States of America,Central North America,North America,527,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/527"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Gropper,William,William Gropper,1897,1977,1897-1977,New York City,New York,United States of America,Central North America,North America,535,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/535"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Gross,Chaim,Chaim Gross,1904,1991,1904-1991,Wolowa,Galacia,Ukraine,Central Europe,Europe,536,49.5,23,562153,"<a target=""_blank"" href=""http://collection.whitney.org/artist/536"">Whitney.org</a>","[49.5,23]","[49.5,23]"
Gross,Sidney,Sidney Gross,1921,1969,1921-1969,New York City,New York,United States of America,Central North America,North America,537,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/537"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Grosz,George,George Grosz,1893,1959,1893-1959,Berlin,,Germany,Central Europe,Europe,540,52.52437,13.41053,2950159,"<a target=""_blank"" href=""http://collection.whitney.org/artist/540"">Whitney.org</a>","[52.52437,13.41053]","[52.52437,13.41053]"
Guglielmi,Louis,Louis Guglielmi,1906,1956,1906-1956,Cairo,,Egypt,Northern Africa,Africa,542,30.06263,31.24967,360630,"<a target=""_blank"" href=""http://collection.whitney.org/artist/542"">Whitney.org</a>","[30.06263,31.24967]","[30.06263,31.24967]"
Gussow,Bernard,Bernard Gussow,1881,1957,1881-1957,,,Russia,Eastern Europe,Europe,543,60,100,2017370,"<a target=""_blank"" href=""http://collection.whitney.org/artist/543"">Whitney.org</a>","[60,100]","[60,100]"
Hall,Carl,Carl Hall,1921,1996,1921-1996,"Washington, D.C.",,United States of America,Central North America,North America,554,38.89511,-77.03637,4140963,"<a target=""_blank"" href=""http://collection.whitney.org/artist/554"">Whitney.org</a>","[38.89511,-77.03637]","[38.89511,-77.03637]"
Halpert,Samuel,Samuel Halpert,1888,1985,1888-1985,Bialystock,,Poland,Eurasia,,557,53.13333,23.16433,776069,"<a target=""_blank"" href=""http://collection.whitney.org/artist/557"">Whitney.org</a>","[53.13333,23.16433]","[53.13333,23.16433]"
Handforth,Thomas,Thomas Handforth,1897,1948,1897-1948,Tacoma,Washington,United States of America,Central North America,North America,558,47.25288,-122.44429,5812944,"<a target=""_blank"" href=""http://collection.whitney.org/artist/558"">Whitney.org</a>","[47.25288,-122.44429]","[47.25288,-122.44429]"
Harari,Hananiah,Hananiah Harari,1912,2000,1912-2000,Rochester,Indiana,United States of America,Central North America,North America,561,41.06476,-86.21583,4925519,"<a target=""_blank"" href=""http://collection.whitney.org/artist/561"">Whitney.org</a>","[41.06476,-86.21583]","[41.06476,-86.21583]"
Harriton,Abraham,Abraham Harriton,1883,1986,1883-1986,Bucharest,,Rumania,Eastern Europe,Europe,567,44.43225,26.10626,683506,"<a target=""_blank"" href=""http://collection.whitney.org/artist/567"">Whitney.org</a>","[44.43225,26.10626]","[44.43225,26.10626]"
Hart,George O. (Pop),George Overbury (Pop) Hart,1868,1933,1868-1933,Cairo,,Egypt,Northern Africa,Africa,568,30.06263,31.24967,360630,"<a target=""_blank"" href=""http://collection.whitney.org/artist/568"">Whitney.org</a>","[30.06263,31.24967]","[30.06263,31.24967]"
Hartl,Léon,Léon Hartl,1889,1973,1889-1973,Paris,,France,Western Europe,Europe,571,48.85341,2.3488,2988507,"<a target=""_blank"" href=""http://collection.whitney.org/artist/571"">Whitney.org</a>","[48.85341,2.3488]","[48.85341,2.3488]"
Hartley,Marsden,Marsden Hartley,1877,1943,1877-1943,Lewiston,Maine,United States of America,Central North America,North America,572,44.10035,-70.21478,4969398,"<a target=""_blank"" href=""http://collection.whitney.org/artist/572"">Whitney.org</a>","[44.10035,-70.21478]","[44.10035,-70.21478]"
Hartman,Bertram,Bertram Hartman,1882,1960,1882-1960,Junction City,Kansas,United States of America,Central North America,North America,573,39.02861,-96.8314,4273680,"<a target=""_blank"" href=""http://collection.whitney.org/artist/573"">Whitney.org</a>","[39.02861,-96.8314]","[39.02861,-96.8314]"
Hartman,Rosella,Rosella Hartman,1894,1984,1894-1984,Junction City,Kansas,United States of America,Central North America,North America,574,39.02861,-96.8314,4273680,"<a target=""_blank"" href=""http://collection.whitney.org/artist/574"">Whitney.org</a>","[39.02861,-96.8314]","[39.02861,-96.8314]"
Haseltine,Herbert,Herbert Haseltine,1877,1962,1877-1962,Rome,,Italy,Southern Europe,Europe,577,41.89193,12.51133,3169070,"<a target=""_blank"" href=""http://collection.whitney.org/artist/577"">Whitney.org</a>","[41.89193,12.51133]","[41.89193,12.51133]"
Hassam,Childe,Childe Hassam,1859,1935,1859-1935,Dorchester,Massachusetts,United States of America,Central North America,North America,578,42.29732,-71.0745,4934964,"<a target=""_blank"" href=""http://collection.whitney.org/artist/578"">Whitney.org</a>","[42.29732,-71.0745]","[42.29732,-71.0745]"
Haucke,Frederick,Frederick Haucke,1908,1960,1908 - 1960,Kimberley,,South Africa,Southern Africa,Africa,583,-28.73226,24.76232,990930,"<a target=""_blank"" href=""http://collection.whitney.org/artist/583"">Whitney.org</a>","[-28.73226,24.76232]","[-28.73226,24.76232]"
Hebald,Milton,Milton Hebald,1917,2015,1917-2015,New York City City,New York,United States of America,Central North America,North America,589,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/589"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Heckman,Albert,Albert Heckman,1893,1971,1893-1971,Meadville,Pennsylvania,United States of America,Central North America,North America,590,41.62589,-80.21617,5206946,"<a target=""_blank"" href=""http://collection.whitney.org/artist/590"">Whitney.org</a>","[41.62589,-80.21617]","[41.62589,-80.21617]"
Heliker,John,John Heliker,1909,2000,1909-2000,Yonkers,New York,United States of America,Central North America,North America,596,40.93121,-73.89875,5145215,"<a target=""_blank"" href=""http://collection.whitney.org/artist/596"">Whitney.org</a>","[40.93121,-73.89875]","[40.93121,-73.89875]"
Henri,Robert,Robert Henri,1865,1929,1865-1929,Cincinnati,Ohio,United States of America,Central North America,North America,597,39.162,-84.45689,4508722,"<a target=""_blank"" href=""http://collection.whitney.org/artist/597"">Whitney.org</a>","[39.162,-84.45689]","[39.162,-84.45689]"
Hering,Harry,Harry Hering,1887,1967,1887-1967,New York City City,New York,United States of America,Central North America,North America,600,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/600"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Higgins,Eugene,Eugene Higgins,1874,1958,1874-1958,Kansas City,Missouri,United States of America,Central North America,North America,603,39.09973,-94.57857,4393217,"<a target=""_blank"" href=""http://collection.whitney.org/artist/603"">Whitney.org</a>","[39.09973,-94.57857]","[39.09973,-94.57857]"
Hirsch,Joseph,Joseph Hirsch,1910,1981,1910-1981,Philadelphia,Pennsylvania,United States of America,Central North America,North America,606,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/606"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Hirsch,Stefan,Stefan Hirsch,1899,1964,1899-1964,Nuremberg,,Germany,Central Europe,Europe,607,49.45421,11.07752,2861650,"<a target=""_blank"" href=""http://collection.whitney.org/artist/607"">Whitney.org</a>","[49.45421,11.07752]","[49.45421,11.07752]"
Hoffman,Malvina,Malvina Hoffman,1887,1966,1887-1966,New York City City,New York,United States of America,Central North America,North America,610,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/610"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Holzhauer,Emil,Emil Holzhauer,1887,1986,1887-1986,Schwabisch Gmund,,Germany,Central Europe,Europe,616,48.79947,9.79809,2835482,"<a target=""_blank"" href=""http://collection.whitney.org/artist/616"">Whitney.org</a>","[48.79947,9.79809]","[48.79947,9.79809]"
Hondius,Gerrit,Gerrit Hondius,1901,1970,1901-1970,Kampen,Holland,Netherlands,Northern Europe,Europe,618,52.555,5.91111,2753106,"<a target=""_blank"" href=""http://collection.whitney.org/artist/618"">Whitney.org</a>","[52.555,5.91111]","[52.555,5.91111]"
Horter,Earl,Earl Horter,1881,1940,1881-1940,Philadelphia,Pennsylvania,United States of America,Central North America,North America,622,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/622"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Houmere,Walter,Walter Houmere,1895,0,1895-,Lausanne,,Switzerland,Western Europe,Europe,623,46.516,6.63282,2659994,"<a target=""_blank"" href=""http://collection.whitney.org/artist/623"">Whitney.org</a>","[46.516,6.63282]","[46.516,6.63282]"
"House, Jr.",James,"James House, Jr.",1902,1934,1902-1934,Benton Harbor,Michigan,United States of America,Central North America,North America,624,42.11671,-86.45419,4985711,"<a target=""_blank"" href=""http://collection.whitney.org/artist/624"">Whitney.org</a>","[42.11671,-86.45419]","[42.11671,-86.45419]"
Howard,Cecil,Cecil de Blaquiere Howard,1888,1956,1888-1956,Clifton,,Canada,Northern North America,North America,625,45.20009,-71.68237,6137862,"<a target=""_blank"" href=""http://collection.whitney.org/artist/625"">Whitney.org</a>","[45.20009,-71.68237]","[45.20009,-71.68237]"
Howland,Isabella,Isabella Howland,1895,1974,1895-1974,Brookline,Massachusetts,United States of America,Central North America,North America,626,42.33176,-71.12116,4931482,"<a target=""_blank"" href=""http://collection.whitney.org/artist/626"">Whitney.org</a>","[42.33176,-71.12116]","[42.33176,-71.12116]"
Huntley,Victoria Hutson,Victoria Hutson Huntley,1900,1971,1900-1971,Hasbrouck Heights,New Jersey,United States of America,Central North America,North America,635,40.85816,-74.0807,5098878,"<a target=""_blank"" href=""http://collection.whitney.org/artist/635"">Whitney.org</a>","[40.85816,-74.0807]","[40.85816,-74.0807]"
Jones,Joe,Joe Jones,1909,1963,1909-1963,St. Louis,Missouri,United States of America,Central North America,North America,661,38.62727,-90.19789,4407066,"<a target=""_blank"" href=""http://collection.whitney.org/artist/661"">Whitney.org</a>","[38.62727,-90.19789]","[38.62727,-90.19789]"
Kane,John,John Kane,1860,1934,1860-1934,West Calder,,Scotland,Great Britain,Europe,670,55.89186,-3.46372,2650489,"<a target=""_blank"" href=""http://collection.whitney.org/artist/670"">Whitney.org</a>","[55.89186,-3.46372]","[55.89186,-3.46372]"
Kantor,Morris,Morris Kantor,1896,1974,1896-1974,Minsk,,Belarus,Eurasia,,672,53.9,27.56667,625144,"<a target=""_blank"" href=""http://collection.whitney.org/artist/672"">Whitney.org</a>","[53.9,27.56667]","[53.9,27.56667]"
Karfiol,Bernard,Bernard Karfiol,1886,1952,1886-1952,Budapest,,Hungary,Central Europe,Europe,674,47.49801,19.03991,3054643,"<a target=""_blank"" href=""http://collection.whitney.org/artist/674"">Whitney.org</a>","[47.49801,19.03991]","[47.49801,19.03991]"
Keller,Henry G.,Henry G. Keller,1869,1949,1869-1949,At Sea,Nova Scotia,Canada,Northern North America,North America,687,43.411033,-62.08374,,"<a target=""_blank"" href=""http://collection.whitney.org/artist/687"">Whitney.org</a>","[43.411033,-62.08374]","[43.411033,-62.08374]"
Kelly,Leon,Leon Kelly,1901,1982,1901-1982,Perpignan,,France,Western Europe,Europe,689,42.69764,2.89541,2987914,"<a target=""_blank"" href=""http://collection.whitney.org/artist/689"">Whitney.org</a>","[42.69764,2.89541]","[42.69764,2.89541]"
Kent,Rockwell,Rockwell Kent,1882,1971,1882-1971,Tarrytown Heights,New York,United States of America,Central North America,North America,694,41.07621,-73.85875,5140538,"<a target=""_blank"" href=""http://collection.whitney.org/artist/694"">Whitney.org</a>","[41.07621,-73.85875]","[41.07621,-73.85875]"
Kingman,Dong,Dong Kingman,1911,2000,1911-2000,Oakland,California,United States of America,Central North America,North America,700,37.80437,-122.2708,5378538,"<a target=""_blank"" href=""http://collection.whitney.org/artist/700"">Whitney.org</a>","[37.80437,-122.2708]","[37.80437,-122.2708]"
Kittredge,Kraemer,Kraemer Kittredge,1905,0,1905-,Clinton,Massachusetts,United States of America,Central North America,North America,705,42.41676,-71.68285,4933426,"<a target=""_blank"" href=""http://collection.whitney.org/artist/705"">Whitney.org</a>","[42.41676,-71.68285]","[42.41676,-71.68285]"
Koerner,Henry,Henry Koerner,1915,1991,1915-1991,Vienna,,Austria,Central Europe,Europe,713,48.20849,16.37208,2761369,"<a target=""_blank"" href=""http://collection.whitney.org/artist/713"">Whitney.org</a>","[48.20849,16.37208]","[48.20849,16.37208]"
Kopman,Benjamin,Benjamin Kopman,1887,1965,1887-1965,Vitebsk,,Belarus,Eurasia,,717,55.1904,30.2049,620127,"<a target=""_blank"" href=""http://collection.whitney.org/artist/717"">Whitney.org</a>","[55.1904,30.2049]","[55.1904,30.2049]"
Kreis,Henry,Henry Kreis,1899,1963,1899-1963,Essen,,Germany,Central Europe,Europe,723,51.45657,7.01228,2928810,"<a target=""_blank"" href=""http://collection.whitney.org/artist/723"">Whitney.org</a>","[51.45657,7.01228]","[51.45657,7.01228]"
Kroll,Leon,Leon Kroll,1884,1974,1884-1974,New York City City,New York,United States of America,Central North America,North America,726,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/726"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Kuehne,Max,Max Kuehne,1880,1968,1880-1968,Halle,,Germany,Central Europe,Europe,729,51.5,12,2911522,"<a target=""_blank"" href=""http://collection.whitney.org/artist/729"">Whitney.org</a>","[51.5,12]","[51.5,12]"
Kuhn,Walt,Walt Kuhn,1877,1949,1877-1949,New York City,New York,United States of America,Central North America,North America,730,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/730"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Kuniyoshi,Yasuo,Yasuo Kuniyoshi,1889,1953,1889-1953,Okayama,,Japan,Eastern Asia,Asia,732,34.65,133.93333,1854383,"<a target=""_blank"" href=""http://collection.whitney.org/artist/732"">Whitney.org</a>","[34.65,133.93333]","[34.65,133.93333]"
Lachaise,Gaston,Gaston Lachaise,1882,1935,1882-1935,Paris,,France,Western Europe,Europe,737,48.85341,2.3488,2988507,"<a target=""_blank"" href=""http://collection.whitney.org/artist/737"">Whitney.org</a>","[48.85341,2.3488]","[48.85341,2.3488]"
Lahey,Richard,Richard Lahey,1893,1978,1893-1978,Jersey City,New Jersey,United States of America,Central North America,North America,740,40.72816,-74.07764,5099836,"<a target=""_blank"" href=""http://collection.whitney.org/artist/740"">Whitney.org</a>","[40.72816,-74.07764]","[40.72816,-74.07764]"
Laning,Edward,Edward Laning,1906,1981,1906-1981,Petersburg,Illinois,United States of America,Central North America,North America,751,40.01172,-89.84817,4905791,"<a target=""_blank"" href=""http://collection.whitney.org/artist/751"">Whitney.org</a>","[40.01172,-89.84817]","[40.01172,-89.84817]"
Lankes,J.J.,J.J. Lankes,1884,1960,1884-1960,Buffalo,New York,United States of America,Central North America,North America,752,42.88645,-78.87837,5110629,"<a target=""_blank"" href=""http://collection.whitney.org/artist/752"">Whitney.org</a>","[42.88645,-78.87837]","[42.88645,-78.87837]"
Laufman,Sidney,Sidney Laufman,1891,1985,1891-1985,Cleveland,Ohio,United States of America,Central North America,North America,757,41.4995,-81.69541,5150529,"<a target=""_blank"" href=""http://collection.whitney.org/artist/757"">Whitney.org</a>","[41.4995,-81.69541]","[41.4995,-81.69541]"
Laurent,Robert,Robert Laurent,1890,1970,1890-1970,Concarneau,Brittany,France,Western Europe,Europe,758,47.87502,-3.92245,3024035,"<a target=""_blank"" href=""http://collection.whitney.org/artist/758"">Whitney.org</a>","[47.87502,-3.92245]","[47.87502,-3.92245]"
Lawrence,Jacob,Jacob Lawrence,1917,2000,1917-2000,Atlantic City,New Jersey,United States of America,Central North America,North America,759,39.36428,-74.42293,4500546,"<a target=""_blank"" href=""http://collection.whitney.org/artist/759"">Whitney.org</a>","[39.36428,-74.42293]","[39.36428,-74.42293]"
Lawson,Ernest,Ernest Lawson,1873,1939,1873-1939,Halifax,Nova Scotia,Canada,,North America,760,44.64533,-63.57239,6324729,"<a target=""_blank"" href=""http://collection.whitney.org/artist/760"">Whitney.org</a>","[44.64533,-63.57239]","[44.64533,-63.57239]"
Lebrun,Rico,Rico Lebrun,1900,1964,1900-1964,Naples,,Italy,Southern Europe,Europe,762,40.85631,14.24641,3172394,"<a target=""_blank"" href=""http://collection.whitney.org/artist/762"">Whitney.org</a>","[40.85631,14.24641]","[40.85631,14.24641]"
Lee,Arthur,Arthur Lee,1881,1961,1881-1961,Trondheim,,Norway,Northern Europe,Europe,763,63.43049,10.39506,3133880,"<a target=""_blank"" href=""http://collection.whitney.org/artist/763"">Whitney.org</a>","[63.43049,10.39506]","[63.43049,10.39506]"
Levi,Julian,Julian Levi,1900,1982,1900-1982,New York City City,New York,United States of America,Central North America,North America,771,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/771"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Lewis,Martin,Martin Lewis,1881,1962,1881-1962,Castlemaine,,Australia,Australia,,775,-37.06709,144.21684,2172106,"<a target=""_blank"" href=""http://collection.whitney.org/artist/775"">Whitney.org</a>","[-37.06709,144.21684]","[-37.06709,144.21684]"
Liberte,L. Jean,L. Jean Liberte,1896,1965,1896-1965,,,Italy,,Europe,778,42.83333,12.83333,3175395,"<a target=""_blank"" href=""http://collection.whitney.org/artist/778"">Whitney.org</a>","[42.83333,12.83333]","[42.83333,12.83333]"
Limbach,Russell,Russell Limbach,1904,1971,1904-1971,Massillon,Ohio,United States of America,Central North America,North America,780,40.79672,-81.52151,5162097,"<a target=""_blank"" href=""http://collection.whitney.org/artist/780"">Whitney.org</a>","[40.79672,-81.52151]","[40.79672,-81.52151]"
Locke,Charles,Charles Locke,1899,1983,1899-1983,Cincinnati,Ohio,United States of America,Central North America,North America,790,39.162,-84.45689,4508722,"<a target=""_blank"" href=""http://collection.whitney.org/artist/790"">Whitney.org</a>","[39.162,-84.45689]","[39.162,-84.45689]"
Lockwood,John Ward,John Ward Lockwood,1894,1963,1894-1963,Atchison,Kansas,United States of America,Central North America,North America,792,39.53174,-95.31344,4267734,"<a target=""_blank"" href=""http://collection.whitney.org/artist/792"">Whitney.org</a>","[39.53174,-95.31344]","[39.53174,-95.31344]"
Lozowick,Louis,Louis Lozowick,1892,1973,1892-1973,Ludvinovka,Kyiv Oblast,Ukraine,Eurasia,,802,50.25,30.5,703446,"<a target=""_blank"" href=""http://collection.whitney.org/artist/802"">Whitney.org</a>","[50.25,30.5]","[50.25,30.5]"
Luce,Molly,Molly Luce,1896,1986,1896-1986,Pittsburgh,Pennsylvania,United States of America,Central North America,North America,804,40.44062,-79.99589,5206379,"<a target=""_blank"" href=""http://collection.whitney.org/artist/804"">Whitney.org</a>","[40.44062,-79.99589]","[40.44062,-79.99589]"
Lucioni,Luigi,Luigi Lucioni,1900,1988,1900-1988,Malnate,,Italy,Southern Europe,Europe,806,45.79377,8.88104,3174141,"<a target=""_blank"" href=""http://collection.whitney.org/artist/806"">Whitney.org</a>","[45.79377,8.88104]","[45.79377,8.88104]"
Ludins,Eugene,Eugene Ludins,1904,0,1904-,Mariupol,,Ukraine,Eurasia,,808,47.09514,37.54131,701822,"<a target=""_blank"" href=""http://collection.whitney.org/artist/808"">Whitney.org</a>","[47.09514,37.54131]","[47.09514,37.54131]"
