Title,Author,Language,Year
Glamour: a world problem.,"Bailey, Alice, 1880-1949.",English,1950
"Initiation, human and solar,","Bailey, Alice, 1880-1949.",English,1944
"A treatise on cosmic fire,","Bailey, Alice, 1880-1949.",English,1925
A treatise on cosmic fire.,"Bailey, Alice, 1880-1949.",English,1944
Stanislas de Guaita (1861-1898) : un renovateur de l'occultisme : souvenirs,"Barrès, Maurice, 1862-1923.",French,1898
"Anti-Christian cults. An attempt to show that spiritualism, theosophy, and Christian science are devoid of supernatural powers and are contrary to the Christian religion.","Barrington, A. H. (Arthur H.)",English,1898
"Initiation, the perfecting of man.","Besant, Annie, 1847-1933.",English,1918
Secrets of occultism,"Bland, Oliver.",English,1920
"Christiani Breithavpti ... Ars decifratoria, sive Scientia occvltas scriptvras solvendi et legendi. Praemissa est disqvisitio historica de variis modis occvlte scribendi tam apvd veteres qvam recentiores vsitatis.","Breithaupt, Christian, 1689-1749.",Latin,1737
"A search in secret Egypt,","Brunton, Paul, 1898-",English,1936
"Why we oppose the occult,","Cailliet, Émile, 1894-",English,1931
"The cradle of the twin giants, science and history.","Christmas, Henry, 1811-1868.",English,1849
"The Rosicrucians, their teachings.","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1923
"La clef des grands mystères, suivant Hénoch, Abraham, Hermès Trismégiste, et Salomon,","Lévi, Eliphas, 1810-1875.",French,1861
"La clef des grands mystères suivant Hénoch, Abraham, Hermès Trismégiste et Salomon","Lévi, Eliphas, 1810-1875.",French,1897
Dogme et rituel de la haute magie;,"Lévi, Eliphas, 1810-1875.",French,1861
"Le grand arcane; ou, L'occultisme dévoilé,","Constant, Alphonse Louis.",French,1898
Le livre des sages: senvre posthume.,"Lévi, Eliphas, 1810-1875.",French,1912
Philosophia moysaica.  In qua sapientia & scientia creationis & creaturarum sacra vereque Christiana ad amussim & enucleate explicatur ...,"Fludd, Robert, 1574-1637.",Latin,1638
Responsvm ad Hoplocrisma-spongvm,"Fludd, Robert, 1574-1637.",Latin,1638
The mysteries of magic: a digest of the writings of Eliphas Lévi [pseud.],"Lévi, Eliphas, 1810-1875.",English,1886
The paradoxes of the highest science; in which the most advanced truths of occultism are for the first time revealed (in order to reconcile the future developments of science and philosophy with the eternal religion),"Lévi, Eliphas, 1810-1875.",English,1922
Das Mysterium des Menschen im Licht der Psychischen Forschung : ein Einführung in den Okkultismus,"Deinhard, Ludwig, 1847-",German,1910
The ether wave,"DeLor, Charles Joseph, 1879-",English,1926
The philosophy of mystery.,"Dendy, Walter Cooper, 1794-1871.",English,1841
The philosophy of mystery.,"Dendy, Walter Cooper, 1794-1871.",English,1845
"Tableau historique, analytique et critique des sciences occultes : où l'on examine l'origine, le développement, l'influence et le caractère de la divination, de l'astrologie, des oracles, des augures, de la kabbale, la féerie, la magie, la sorcellerie, la démonologie, la philosophie hermétique, les phénomènes merveilleux, etc. : précédé d'une introduction et suivi d'une biographie, d'une bibliographie et d'un vocabulaire","Denis, Ferdinand, 1798-1890.",French,1842
"Arrows of light from the Egyptian tarot; a practical application of the Hermetic system of names and numbers, based upon the teaching of the Brotherhood of light,","Dequer, John H.",English,1930
"Occultism for beginners,","Dower, William H., 1866-",English,1917
"The great psychic, the master mind of the universe; a study of all phenomena including other world life and its control over human existence,","Shaftesbury, Edmund, 1852-1926.",English,1925
A B C illustré d'occultisme; premiers élḿents d'études de grandes traditions initiatiques par Papus (docteur G. Encausse) préface par Charles de Brhay; avec,"Papus, 1865-1916.",French,1922
"L'occultisme et le spiritualisme; exposé des théories philosophiques et des adaptions de l'occultisme,","Papus, 1865-1916.",French,1902
"Histoire philosophique et politique de l'occulte; magie, sorcellerie, spiritisme.","Fabart, Félix.",French,1885
Histoire du merveilleux dans les temps moderne,"Figuier, Louis, 1819-1894.",French,1860
"The training and work of an initiate,","Fortune, Dion.",English,1955
Tro och öfvertro i gångna tider.,"Gadelius, Bror, 1862-1938.",Swedish,1912
"Theurgy, or the Hermetic practice; a treatise on spiritual alchemy.","Garstin, E. J. Langford.",English,1930
"A new argument for God and survival and a solution to the problem of supernatural events,","Grant, Malcolm.",English,1934
"The marvels beyond science (L'occultisme hier et aujourd'hui; le merveilleux préscientifique) being a record of progress made in the reduction of occult phenomena to a scientific basis,","Grasset, J. (Joseph), 1849-1918.",English,1910
L'occultisme hier et aujourd'hui; le merveilleux préscientifique.,"Grasset, J. (Joseph), 1849-1918.",French,1907
"Dissertazione in cui si investiga quali sieno le operazioni che dependono dalla magia diabolica, e qvali qvelle che derivano dalle magie artificiale e naturale, e qual cautela si ha da usare nella malagevolezza di discernerle","Grimaldi, Costantino, 1667-1750.",Italian,1751
"First principles of philosophy; the science of perfection,","Hall, Manly Palmer, 1901-",English,1935
"Questions and answers, fundamentals of the occult sciences,","Hall, Manly Palmer, 1901-",English,1937
Questions and answers : fundamentals of the occult sciences,"Hall, Manly Palmer, 1901-",English,1946
"Self-unfoldment by disciplines of realization; releasing and developing the inward perceptions; practical instruction in the philosophy of disciplined thinking and feeling,","Hall, Manly Palmer, 1901-",English,1942
"Words to the wise; a practical guide to the occult sciences,","Hall, Manly Palmer, 1901-",English,1936
Das Unerklärliche; Studier zum magischen Weltbild.,"Hartlaub, Gustav Friedrich, 1884-1963.",German,1951
"The Rosicrucian cosmo-conception; or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1927
"The Rosicrucian cosmo-conception; or, Mystic Christianity, an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1929
Wunder und Wissenschaft. Eine Kritik und Erklärung der okkulten Phänomene.,"Hennig, Richard, 1874-1951.",German,1904
"Fakirs, fumistes & cie ...","Heuzé, Paul R.",French,1926
"The history of the supernatural in all ages and nations and in all churches, Christian and pagan, demonstrating a universal faith.","Howitt, William, 1792-1879.",English,1863
"Harmonics of evolution; the philosophy of individual life, based upon natural science, as taught by modern masters of the law,","Huntley, Florence Chance, d. 1912.",English,1912
"Fragments of truth,","Ingalese, Richard, 1863-",English,1921
The history and power of mind,"Ingalese, Richard, 1863-",English,1929
"Occult philosophy: an introduction, the major concepts and a glossary. Key truths of occult philosophy, completely rewritten and expanded.","Jones, Marc Edmund, 1888-",English,1948
Echoes from the Orient. A broad outline of theosophical doctrines.,"Judge, William Quan, 1851-1896.",English,1918
"Echoes from the Orient; a broad outline of theosophical doctrines,","Judge, William Quan, 1851-1896.",English,1921
"Theory of pneumatology : in reply to the question, what ought to be believed or disbelieved concerning presentiments, visions, and apparitions, according to nature, reason, and scripture","Jung-Stilling, Johann Heinrich, 1740-1817.",English,1834
Practical occultism.,"Kenilworth, Walter Winston.",English,1921
"Out of the crucibles,","King, Henry Walter, 1872-",English,1932
"From the watch tower; or, Spiritual discernment.","Klein, Sydney T.",English,1918
Introduction générale à l'étude des sciences occultes.,"Kopp, René.",French,1930
"Curiosités des sciences occultes,","Jacob, P. L., 1806-1884.",French,1862
"Curiosités des traditions, des moeurs et des légendes.","Lalanne, Ludovic, 1815-1898.",French,1847
"God is my adventure; a book on modern mystics, masters and teachers.","Landau, Rom, 1899-",English,1935
"God is my adventure; a book on modern mystics, masters and teachers,","Landau, Rom, 1899-",English,1936
"Supernatural; the doctrine of spirits, angels, and demons, from the Middle ages until the present time,","Langton, Edward, 1886-",English,1934
"Glimpses of the supernatural. Being facts, record and traditions relating to dreams, omens, miraculous occurrences, apparitions, wraiths, warnings, second-sight, witchcraft, necromancy, etc.","Lee, Frederick George, 1832-1902.",English,1875
Overtro og trolddom fra de aeldste tider til vore dage.,"Lehmann, Alfred Georg Ludvig, 1858-1921.",Danish,1893
"The mystic world; a popular history, explanation and exposé of occult phenomena.","Leitner, Konradi.",English,1927
"Rosicrucian questions and answers,","Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1929
"Rosicrucian questions and answers, with complete history of the Rosicrucian order,","Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1932
"Rosicrucian questions and answers, with complete history of the Rosicrucian Order.","Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1941
The great secret. ,"Maeterlinck, Maurice, 1862-1949.",English,1922
Das grosse Rätsel. übersetzt von Lulu von Strauss u. Torney.,"Maeterlinck, Maurice, 1862-1949.",German,1924
"The occult sciences: sketches of the traditions and superstitions of past times, and the marvels of the present day.","Smedley, Edward, 1788-1836.",English,1855
"Les sciences occultes; divination, calcul des probabilités, oracles et sorts, songes, graphologie ... etc.,","Plytoff, G.",French,1891
"The revelation of man; a key to mystic science,","Ranske, Jutta Mordt Bell, Mrs.",English,1924
Mysteries unveiled: the hoary past comes forward with astonishing messages for the prophetic future.,"Redding, William A., 1850-1931.",English,1896
"The living fire, the soul power of the universe,","Rogers, Jessie.",English,1908
"Hints to young students of occultism,","Rogers, L. W. (Louis William), 1859-1953.",English,1909
Hints to young students of occultism,"Rogers, L. W. (Louis William), 1859-1953.",English,1924
La superstition à travers les âges.,"Ruffat, Andrée.",French,1951
Aventures de Cagliostro.,"Saint-Félix, Félix d'Amoreux, called Jules de, 1806-1874.",French,1854
"The occult sciences. : The philosophy of magic, prodigies and apparent miracles.","Salverte, Eusèbe, 1771-1839.",English,1846
"The occult sciences. The philosophy of magic, prodigies, and apparent miracles.","Salverte, Eusèbe, 1771-1839.",English,1847
"Des sciences occultes ou, Essai sur la magie, les prodices et les miracles","Salverte, Eusèbe, 1771-1839.",French,1843
"Orient und Occident. Hundert Kapitel über die Nachtseite der Natur, Zauberwerk und Hexenwesen in alter und neuer Zeit,","Sepp, Johann Nepomuk, 1816-1909.",German,1903
"Problems of mysticism and its symbolism,","Silberer, Herbert, 1882-1922.",English,1917
Mistérios e realidades deste e do outro mundo.,"Mello, A. da Silva (Antônio da Silva), 1886-1973.",Portuguese,1949
"The sixth sense; a physical explanation of clairvoyance, telepathy, hypnotism, dreams, and other phenomena usually considered occult. Forty years of study, observation and experiment,","Sinel, Joseph.",English,1927
The occult world--,"Sinnett, A. P. (Alfred Percy), 1840-1921.",English,1884
"Spiritual light; new scripture,",,English,1940
"Initiation and its results : a sequel to ""The way of initiation""","Steiner, Rudolf, 1861-1925.",English,1910
Occult science--an outline;,"Steiner, Rudolf, 1861-1925.",English,1939
"An outline of occult science,","Steiner, Rudolf, 1861-1925.",English,1914
Borderlands of science.,"Still, Alfred, b. 1869.",English,1950
Des sciences occultes et du spiritisme,"Tissandier, Jean Baptiste, 1822-",French,1866
"Tout l'occultisme dévoilé : médiums, fakirs, voyantes","Tocquet, Robert.",French,1952
"The work of invisible helpers,","Tuttle, Amber M.",English,1945
"The occult sciences; a compendium of transcendental doctrine and experiment, embracing an account of magical practices; of secret sciences in connection with magic; of the professors of magical arts; and of modern spiritualism, mesmerism and theosophy.","Waite, Arthur Edward, 1857-1942.",English,1891
"The occult sciences; a compendium of transcendental doctrine and experiment,","Waite, Arthur Edward, 1857-1942.",English,1923
"The occult sciences; a compendium of transcendental doctrine and experiment, embracing an account of magical practices; of secret sciences in connection with magic; of the professors of magical arts; and of modern spiritualism, mesmerism and theosophy,","Waite, Arthur Edward, 1857-1942.",English,1923
The supernatural?,"Weatherly, Lionel Alexander, 1852-",English,1891
Okkulte Phänomene im Lichte der Theologie,"Wiesinger, Alois, 1885-",German,1948
"Occultism and common-sense,","Willson, Beckles, 1869-1942.",English,1908
Les mystères de la science.,"Figuier, Louis, 1819-1894.",French,1887
"Initiation into occult consciousness, two minor and two major parts composing the final unity in one. Each part a complete, functioning unit in itself, yet a part in the ultimate five point, two aspect, seven plane, cosmic-unit.","Whitney, Harvey Greene, 1891-",English,1927
"Occult psychology,","Brown, George, of Dallas.",English,1919
"Handschriftliche Schätze aus Kloster-Bibliotheken, umfassend sämmtliche vierzig Hauptwerke über Magie, verborgene Kräfte, Offenbarungen und geheimste Wissenschaften.",,German,173
Des radiations cosmiques aux ondes humaines.,"Leprince, Albert.",French,1948
Okkultismus. Was ist er? Was will er? Wie erreicht er sein Ziel?,,German,1898
"The Philosophy of Magic, prodigies and apparent miracles,","Salverte, Eusèbe, 1771-1839.",English,1847
"The secret of life,","Proctor, Henry.",English,1912
"Progressive studies in spiritual science,","Scott, Walter H.",English,1928
The occult world ...,"Sinnett, A. P. (Alfred Percy), 1840-1921.",English,1921
The book of life : the spiritual and physical constitution of man,"Sivartha, Dr. (Alesha)",English,1912
The message of Aquaria ...,"Curtiss, Harriette Augusta, 1856?-1932.",English,1927
"La médecine occulte de Paracelse et de quelques autres médecins hermétistes, Arnauld de Villeneuve, J. Cardan, Cornélius Agrippa;","Durey, Louis.",French,1900
"La science des esprits; révélation du dogme secret des Kabbalistes, esprit occulte des évangiles, appréciation des doctrines et des phénomènes spirites,","Lévi, Eliphas, 1810-1875.",French,1894
Philosophie occulte ...,"Lévi, Eliphas, 1810-1875.",French,1862
"Dogme et rituel de la haute magie,","Lévi, Eliphas, 1810-1875.",French,1930
"Dogme et rituel de la haute magie,","Lévi, Eliphas, 1810-1875.",French,1903
Dogme et rituel de la haute magie;,"Lévi, Eliphas, 1810-1875.",French,1856
"The law of life series,","Cledo, Weston.",English,1927
"Au pays des esprits; ou, Roman vécu des mystères de l'ocuultisme;",,French,1903
Courses of instruction.,Arcane School.,English,1923
"Aurea catena Homeri. Oder: Eine Beschreibung von dem Ursprung der Natur und natürlichen Dingen, wie und woraus sie geboren und gezeuget, auch wie sie in ihr uranfänglich Wesen zerstöret werden, auch was das Ding sey, welches alles gebäret und wieder zerstöret, nach der Natur selbst eigener Anleitung und Ordnung auf das einfältigste gezeiget, und mit seinen schönsten rationibus und Ursachen überall illustriret ...",,German,1723
"Der untergang des materialismus und die grundlegung des biomagischen weltbildes,","Kröner, Walther.",German,1939
"Prometeo victorioso; ó, Ciencia del éxito en todas las empresas,","López Gómez, Quintín.",Spanish,1910
L'occultisme en face de la science et de la philosophie.,"Luzy, Antoine.",French,1946
Problemi di occultismo.,"Naccari, Giuseppe.",Italian,1952
De superkosmos ; filosofie van het occultisme en het spirittisme.,"Ortt, Felix, 1866-",Dutch,1949
De tuin der geheimenissen; uit de occulte wereld.,"Raalte, Frits van.",Dutch,1950
Les métasciences biologiques; métaphysiologie et métapsychologie.,"Rijnberk, Gérard van, 1875-1953.",French,1952
Livets Gaade. Fortsættelse af Esoterisk Astrologi og Symbolik.,"Rosmon, Ove, 1893-",Danish,1946
The occult world.,"Sinnett, A. P.",English,1884
Die Geheimwissenschaft im Umriss.,"Steiner, Rudolf, 1861-1925.",German,1937
"Natural philosophy; being an introduction to astrology and occultism in general along the lines of modern scientific thought,","Thierens, A. E., writer on natural philosophy.",English,1928
"Pansophy,","Tränker, Heinrich.",English,1933
Okkulte Erlebnisse berühmter Frauen und Männer.,"Treichlinger, W. M. (Wilhelm Michael), ed.",German,1950
"Les secrets et merveilles de natvre: recueillis de diuers autheurs, & diuisez en XVII liures.","Wecker, Johann Jacob, 1528-1586.",French,1653
La esfinge develada; las ciencias ocultas a la luz de las ciencias oficiales.,"Weiss, Adolfo.",Spanish,1940
Comment se font les miracles en dehors a l'église.,"Fonvielle, W. de (Wilfrid), 1824-1914.",French,1879
Studien aus dem Gebiete der Geheimwissenschaften.,"Du Prel, Carl, 1839-1899.",German,1890
"The great psychic, the master power of the universe; a study of the origin, meaning and purpose of those controlling influences that precede, attend and follow human existence on earth. An all-inclusive educational system based on new sources of knowledge.","Shaftesbury, Edmund, 1852-1926.",English,1932
"Traité élémentaire de science occulte, mettant chaun à même de comprendre et d'expliquer les théories et les symboles employés par les anciens, par les alchimistes, les astrologues, les E.·. de la V.·., les kabbalistes ...","Papus, 1865-1916.",French,1903
Essais de sciences mandites.,"Guaita, Stanislas de, 1861-1897.",French,1891
"Au seuil du mystère ... Avec deux belles figures magiques en  taille-douce, d'après Henry Khunrath, et un appendice entièrement remanié,","Guaita, Stanislas de, 1861-1897.",French,1896
Occult anatomy and the Bible.,"Heline, Corinne, 1882-",English,1944
"Dra-Po; étude ésotérique de Égrégore africain, traditionnel, social,et national de Haiti,","Holly, Arthur C.",French,1928
"The history and power of mind,","Ingalese, Richard, 1863-",English,1942
Essai de synthèse des sciences occultes.,"Jollivet Castelot, F. (François), b. 1874.",French,1928
"Natura corpus Dei, la religion de la science et la science de la religion; esquisse d'une théodicée naturaliste.","Jollivet Castelot, F. (François), b. 1874.",French,1933
"Ecos del Oriente; esquicio general de las doctrinas teosóficas,","Judge, William Quan, 1851-1896.",Spanish,1907
"Op ontdekking in de occulte wereld. Hypnotisme, teletpathie en helderziendheid, spiritisme, fakirisme; experimenten aan de Rijksuniversiteit vanGent.","Polder, Peter, 1915-",Dutch,1952
"The message of Aquaria; the significance and mission of the Aquarian age,","Curtiss, Harriette Augusta, 1856?-1932.",English,1923
"Harmonics of evolution. The philosophy of individual life, based upon natural science, as taught by modern masters of the law.","Huntley, Florence Chance, d. 1912.",English,1897
"Utriusque cosmi maioris scilicet et minoris metaphysica, physica atqve technica historia, in duo volumina secundum cosmi differentiam diuisa.","Fludd, Robert, 1574-1637.",Latin,1617
A treatise on cosmic fire,"Bailey, Alice, 1880-1949.",English,1930
"Geschichte der menschlichen Narrheit; oder, Lebensbeschreibungen berühmter Schwarzkünstler, Goldmacher, Teufelsbanner, Zeichen- und Liniendeuter, Schwärmer, Wahrsager, und anderer philosophischer Unholden.","Adelung, Johann Christoph, 1732-1806.",German,1785
Chymische Hochzeit: Christiani Rosencreütz anno 1459. Nach der zu Strassburg bei Lazari Zetzners seel. Erben im jahre 1616 erschienenen ausgabe originalgetreu neugedruckt.,"Rosencreutz, Christian.",German,1913
The technique of the disciple ...,"Andrea, Raymund.",English,1935
Histoire des rose-croix et les origines de la franc-maçonnerie. Ouvrage publié avec le concours du Centre national de la recherche scientifíque.,"Arnold, Paul, 1902-",French,1955
"L'école mystique de Lyon, 1776-1847; le grand Ampère, Ballanche, Cl.-Julien Bredin, Victor de Laprade, Blanc Saint-Bonnet, Paul Chenavard.","Buche, Joseph.",French,1935
"The true and invisible Rosicrucian Order; an interpretation of the Rosicrucian allegory and an explanation of the ten Rosicrucian grades,","Case, Paul Foster, 1884-1954.",English,1933
"The book of Rosicruciae; a condensed history of the Fraternitas Rosaæ Crucis, or Rosy Cross, the men who made the order possible, and those who maintained the fraternity throughout the centuries, together with the fundamental teachings of these men according to the actual records in the archives of the fraternity.","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1946
"A compendium of occult laws; the selection, arrangement and application of the most important of occult laws taught by the masters of initiation of the great secret schools of the past and present--Hermetic, Rosicrucian, alchemic and Æth priesthood, and the practice of the laws in the development of the fourfold nature of man in attaining success and mastership on all planes of activity;","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1938
"The Fraternitatis Rosae Crucis; an attempt to harmonize the spirit of the writings of those who are known to have been Rosicrucians and a comparison of the statements of those recognized as authorities, with extensive analysis and annotations,","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1929
"The fraternity of the Rosicrucians, their teachings and mysteries according to the manifestoes issued at various times by the fraternity itself.  Also, some of their secret teachings and the mystery of the order explained.","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1906
"The Rose Cross order; a short sketch of the history of the Rose Cross order in America, together with a sketch of the life of Dr. P. B. Randolph, the founder of the order ...","Clymer, R. Swinburne (Reuben Swinburne), 1878- ed.",English,1916
"The Rosicrucian fraternity in America; authentic and spurious organizations as considered and dealt with in treatises originally published and issued in monograph form, now re-published, with important additions, in this permanent volume as separate books to retain their original form...","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1935
The Rosicrucian fraternity in America; authentic and spurious organizations ...,"Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1935
"The Rosicrucians : their teachings, the Fraternitas Rosæ Crucis, American section ; the manifestoes issued by the brotherhood, order, temple and fraternity of the Rosicrucians since its foundation in America have been edited and the teachings made applicable to modern conditions and the needs of the new age","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1941
"The way to life and immortality; a positive philosophy leading man away from ""sin"" ... and to manhood, successful achievement, godliness and immortality.","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1948
"Magie und Geheimwissenschaft in ihrer Bedeutung für Kultur und Kulturgeschichte,","Danzel, Theodor-Wilhelm, 1886-1954.",German,1924
Histoire des sciences occultes : depuis l'antiquité jusqu'à nos jours,"Debay, A. (Auguste), 1802-1890.",French,1869
"A catalogue raisonné of works on the occult sciences,","Gardner, F. Leigh (Frederick Leigh), 1857-",English,1903
Histoire de l'occultisme,"Gérin-Ricard, Lazare de, 1908-",French,1947
"Histoire curieuse et pittoresque des sorcier, devins, magiciens, astrologues, voyants, revenants, âmes en peine, vampires, spectres, fantômes, apparitions, visions, gnomes, lutins, esprits malis [!] sorts jetés, exorcismes, etc. ... depuis l'antiquité jusqu'à nos jours,","Giraldo, Mathias de.",French,1846
"La magie au dix-neuvième siècle ses agents, ses verites, ses mensonges.","Gougenot Des Mousseaux, R. (Roger), 1805-1876.",French,1860
Lettres inédites de Stanislas de Guaita au Sâr Joséphin Péladan; une page inconnue de l'histoire de l'occultisme à la fin du XIXe siècle.,"Guaita, Stanislas de, 1861-1897.",French,1952
The adepts in the Western esoteric tradition.,"Hall, Manly Palmer, 1901-",English,1949
"Lectures on ancient philosophy; an introduction to the study and application of rational procedure,","Hall, Manly Palmer, 1901-",English,1929
Some Rosicrucian keys to the secret symbols.,,English,1936
"Cosmogonie des Rose-croix; ou, Philosophie mystique chrétienne, traité élémentaire sur l'évolution passée de l'homme, sa constitution présente et son développement futur,","Heindel, Max, 1865-1919.",French,1925
Gleanings of a mystic; a series of essays on practical mysticism.,"Heindel, Max, 1865-1919.",English,1922
"The Rosicrucian cosmo-conception; or, Christian occult science, an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1910
"The Rosicrucian cosmo-conception; or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1911
"The Rosicrucian cosmo-conception; or, Mystic Christianity;","Heindel, Max, 1865-1919.",English,1920
"The Rosicrucian cosmo-conception; or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development","Heindel, Max, 1865-1919.",English,1925
"The Rosicrucian cosmo-conception; or, Mystic Christianity;","Heindel, Max, 1865-1919.",English,1931
The Rosicrucian philosophy in questions and answers.,"Heindel, Max, 1865-1919.",English,1910
The Rosicrucian philosophy in questions and answers,"Heindel, Max, 1865-1919.",English,1922
Teachings of an initiate,"Heindel, Max, 1865-1919.",English,1927
"Ex oriente lux; lecture outlines for those seeking initiation into the hidden house of masonry; a discussion of the method of approach, to the fundamental principles of Rosicrucian doctrine, on the part of those who have become habituated to western ideas and modes of thinking,","Henry, Alfred Hylas, 1865-",English,1924
Occultism ; its theory and practice.,"Shah, Ikbal Ali, Sirdar.",English,1952
The trail of the serpent,"Inquire Within, pseud.",English,1936
"Occult science in India and among the ancients, with an account of their mystic initiations, and the history of spiritism.","Jacolliot, Louis, 1837-1890.",English,1908
"Die Rosenkreuzer; ihre Gebräuche und Mysterien,","Jennings, Hargrave, 1817?-1890.",German,1912
"The Rosicrucians, their rites and mysteries; with chapters on the ancient fire and serpent-worshipers, and explanations of the mystic symbols represented in the monuments and talismans of the primeval philosophers.","Jennings, Hargrave, 1817?-1890.",English,1870
"The Rosicrucians, their rites and mysteries.","Jennings, Hargrave, 1817?-1890.",English,1887
"The Rosicrucians, their rites and mysteries : with chapters on the ancient fire and serpent-worshippers, and explanations of the mystic symbols represented in the monuments and talismans of the primeval philosophers","Jennings, Hargrave, 1817?-1890.",English,1879
"Johann Valentin Andreae und die vier echten Rosenkreutzer-Schriften,","Kienast, R.",German,1926
Geschichte des Occultismus,"Kiesewetter, Karl, 1854-1895.",German,1891
Der Occultismus des Altertums.,"Kiesewetter, Karl, 1854-1895.",German,1895
"Amerikanischer aberglaube der gegenwart, ein beitrag zur volkskunde,","Knortz, Karl, 1841-1918.",German,1913
Rosicrucian principles for the home and business,"Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1935
Along civilization's trail.,"Lewis, Ralph Maxwell, 1904-",English,1940
"Behold the sign; a book of ancient symbolism,","Lewis, Ralph Maxwell, 1904-",English,1944
The sanctuary of self.,"Lewis, Ralph Maxwell, 1904-",English,1948
A thousand years of yesterdays : a strange story of mystic revelations,"Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1940
"A thousand years of yesterdays,","Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1935
"Modern mystics and modern magic : containing a full biography of the Rev. Wiliam Stanton Moses : together with sketches of Swedenborg, Boehme, Madame Guyon, the Iluminati, the Kabbalists, the Theosophists, the French Spiritists, the Society of Psychical Research, etc.","Lillie, Arthur, 1831-",English,1894
The Brotherhood of the rosy cross : the first world parliament and meeting of the council of seven ; the consecration of Washington the Deliverer : fulfilment of the prophecy,"Lippard, George, 1822-1854.",English,1935
Histoire des doctrines ésotériques.,"Rivière, Jean M.",French,1940
"Le comte de Gabalis, ou Entretiens sur les sciences secretes.","Villars, abbé de (Nicolas-Pierre-Henri), 1635-1673.",French,1675
"Comte de Gabalis; ou, Entretiens sur les sciences secrètes. Renouvellé & augm. d'une lettre sur ce sujet.","Villars, abbé de (Nicolas-Pierre-Henri), 1635-1673.",French,1671
Comte de Gabalis.,"Villars, de Montfaucon, abbé de, 1635 (ca.)-1673.",French,1913
"Comte de Gabalis,","Villars, de Montfaucon, abbé de, 1635 (ca.)-1673.",English,1922
"Comte de Gabalis,","Villars, de Montfaucon, abbé de, 1635 (ca.)-1673.",English,1922
"The history and practice of magic,","Pitois, Christian, 1811-1877.",English,1952
"A brief course in mediumship,","Plummer, George Winslow, 1876-1944.",English,1915
"The master's word; a short treatise on the word, the light and the self.","Plummer, George Winslow, 1876-1944.",English,1913
"Rosicrucian fundamentals; an exposition of the Rosicrucian synthesis of religion, science and philosophy in fourteen complete instructions,","Plummer, George Winslow, 1876-1944.",English,1920
"Rosicrvcian symbology; a treatise wherein the discerning ones will find the elements of constructive symbology and certain other things,","Plummer, George Winslow, 1876-1944.",English,1916
"Occult theocrasy,","Queenborough, Edith Starr Miller Paget, Baroness, -1933.",English,1933
"Ravalette, the Rosicrucian's story,","Randolph, Paschal Beverly, 1825-1874.",English,1939
"Histoire et traité des sciences occultes : ou, Examen des croyances populaires sur les êtres surnaturels, la magie, la sorcellerie, la divination, etc. depuis le commencement du monde jusqu'à nos jours","Résie, Comte de.",French,1857
"Fundamental laws; a report of the 68th convocation of the Rose Cross Order, giving a resume of the proceedings of the convocation, together with most of the lectures that were delivered during the time of the convocation, by the several delegates present.  Also a report of the work of ancient initiation in the grove of Osiris as especially prepared for the occasion.",,English,1916
Das ältere Rosenkreuzertum; ein Beitrag zur Entstehungsgeschichte der Freimaurerei.,"Schick, Hans.",German,1942
Histoire et doctrines des Rose-croix.,"Sédir, Paul, 1871-1926.",French,1932
"Die Theosophie des Rosenkreuzers. Ein Zyklus von virzehn Vorträgen, gehalten in München vom 22. Mai bis 6. Juni 1907.","Steiner, Rudolf, 1861-1925.",German,1951
Theosophy of the Rosicrucians;,"Steiner, Rudolf, 1861-1925.",English,1953
Unto thee I grant,,English,1945
Les Rose-Croix lyonnais au XVIIIe siècle d'après leurs archives originales.,"Vulliaud, Paul, 1875-1950.",French,1929
"The brotherhood of the Rosy cross, being records of the house of the Holy Spirit in its inward and outward history,","Waite, Arthur Edward, 1857-1942.",English,1924
"The real history of the Rosicrucians founded on their own manifestoes, and on facts and documents collected from the writings of initiated brethren.","Waite, Arthur Edward, 1857-1942.",English,1887
"Secret symbols of the Rosicrucians; an exact reproduction of the original, but with the German text and terms literally translated.",,English,1935
"The phoenix; an illustrated review of occultism and philosophy,","Hall, Manly Palmer, 1901-",English,1931
